"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"9163","GO:0060789",1,0.631900736154193,0,6,"hair follicle placode formation","BP"
"9173","GO:0060831",1,0.831461641663832,0,5,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning","BP"
"9182","GO:0060844",1,0.498085950437359,0,2,"arterial endothelial cell fate commitment","BP"
"9183","GO:0060846",1,0.497576005607158,0,3,"blood vessel endothelial cell fate commitment","BP"
"9184","GO:0060847",1,0.497066573358496,0,4,"endothelial cell fate specification","BP"
"9189","GO:0060872",1,0.305192558566788,0,10,"semicircular canal development","BP"
"9192","GO:0060876",1,0.997960362137922,0,2,"semicircular canal formation","BP"
"9198","GO:0060903",1,0.997960437217878,0,2,"positive regulation of meiosis I","BP"
"9203","GO:0060913",1,0.708015544516658,0,4,"cardiac cell fate determination","BP"
"9205","GO:0060915",1,0.997960355486739,0,2,"mesenchymal cell differentiation involved in lung development","BP"
"9209","GO:0060922",1,0.994908909796106,0,5,"atrioventricular node cell differentiation","BP"
"9210","GO:0060923",1,0.636282300965525,0,7,"cardiac muscle cell fate commitment","BP"
"9212","GO:0060927",1,0.814927196787207,0,3,"cardiac pacemaker cell fate commitment","BP"
"9213","GO:0060928",1,0.995925110918043,0,4,"atrioventricular node cell development","BP"
"9214","GO:0060929",1,0.997960384066497,0,2,"atrioventricular node cell fate commitment","BP"
"9218","GO:0060935",1,0.995925341292722,0,4,"cardiac fibroblast cell differentiation","BP"
"9219","GO:0060936",1,0.995925341292722,0,4,"cardiac fibroblast cell development","BP"
"9220","GO:0060938",1,0.996942399372254,0,3,"epicardium-derived cardiac fibroblast cell differentiation","BP"
"9221","GO:0060939",1,0.996942399372254,0,3,"epicardium-derived cardiac fibroblast cell development","BP"
"9222","GO:0060940",1,0.997960541371358,0,2,"epithelial to mesenchymal transition involved in cardiac fibroblast development","BP"
"9226","GO:0060956",1,0.697779504762565,0,6,"endocardial cell differentiation","BP"
"9235","GO:0060974",1,0.997960352059492,0,2,"cell migration involved in heart formation","BP"
"9239","GO:0060978",1,0.923704412528604,0,5,"angiogenesis involved in coronary vascular morphogenesis","BP"
"9240","GO:0060979",1,0.995924993035097,0,4,"vasculogenesis involved in coronary vascular morphogenesis","BP"
"9262","GO:0061010",1,0.997960361063277,0,2,"gallbladder development","BP"
"9265","GO:0061015",1,0.997960352059492,0,2,"snRNA import into nucleus","BP"
"9266","GO:0061017",1,0.782398815642517,0,2,"hepatoblast differentiation","BP"
"9274","GO:0061031",1,0.583557369297041,0,2,"endodermal digestive tract morphogenesis","BP"
"9275","GO:0061032",1,0.997960352059492,0,2,"visceral serous pericardium development","BP"
"9293","GO:0061051",1,0.661399319485792,0,4,"positive regulation of cell growth involved in cardiac muscle cell development","BP"
"9296","GO:0061054",1,0.995925079961812,0,4,"dermatome development","BP"
"9297","GO:0061055",1,0.678646648306672,0,4,"myotome development","BP"
"9301","GO:0061073",1,0.817729443011408,0,4,"ciliary body morphogenesis","BP"
"9318","GO:0061104",1,0.99796047535327,0,2,"adrenal chromaffin cell differentiation","BP"
"9321","GO:0061107",1,0.652347354498055,0,2,"seminal vesicle development","BP"
"9323","GO:0061110",1,0.772713840719392,0,3,"dense core granule biogenesis","BP"
"9324","GO:0061113",1,0.56253888065771,0,4,"pancreas morphogenesis","BP"
"9330","GO:0061140",1,0.988833329156471,0,11,"lung secretory cell differentiation","BP"
"9331","GO:0061141",1,0.674167315928491,0,4,"lung ciliated cell differentiation","BP"
"9334","GO:0061145",1,0.555544149497256,0,2,"lung smooth muscle development","BP"
"9335","GO:0061146",1,0.996942235670526,0,3,"Peyer's patch morphogenesis","BP"
"9342","GO:0061159",1,0.997960352582292,0,2,"establishment of bipolar cell polarity involved in cell morphogenesis","BP"
"9347","GO:0061171",1,0.9969420744641,0,3,"establishment of bipolar cell polarity","BP"
"9350","GO:0061179",1,0.705742430421445,0,9,"negative regulation of insulin secretion involved in cellular response to glucose stimulus","BP"
"9354","GO:0061183",1,0.995925079961812,0,4,"regulation of dermatome development","BP"
"9355","GO:0061184",1,0.996942249887796,0,3,"positive regulation of dermatome development","BP"
"9357","GO:0061187",1,0.997960352059492,0,2,"regulation of rDNA heterochromatin formation","BP"
"9358","GO:0061188",1,0.997960352059492,0,2,"negative regulation of rDNA heterochromatin formation","BP"
"9362","GO:0061196",1,0.909459486299581,0,6,"fungiform papilla development","BP"
"9363","GO:0061197",1,0.994908881795983,0,5,"fungiform papilla morphogenesis","BP"
"9364","GO:0061198",1,0.996942351758899,0,3,"fungiform papilla formation","BP"
"9369","GO:0061217",1,0.540858468169119,0,5,"regulation of mesonephros development","BP"
"9379","GO:0061300",1,0.99796035595145,0,2,"cerebellum vasculature development","BP"
"9388","GO:0061314",1,0.997960352059492,0,2,"Notch signaling involved in heart development","BP"
"9396","GO:0061343",1,0.291270156579249,0,8,"cell adhesion involved in heart morphogenesis","BP"
"9397","GO:0061344",1,0.929597196550108,0,2,"regulation of cell adhesion involved in heart morphogenesis","BP"
"9399","GO:0061355",1,0.902485602671137,0,6,"Wnt protein secretion","BP"
"9400","GO:0061356",1,0.903407863954807,0,5,"regulation of Wnt protein secretion","BP"
"9401","GO:0061357",1,0.90433095045542,0,4,"positive regulation of Wnt protein secretion","BP"
"9404","GO:0061364",1,0.978954569287073,0,3,"apoptotic process involved in luteolysis","BP"
"9406","GO:0061366",1,0.996942474723803,0,3,"behavioral response to chemical pain","BP"
"9407","GO:0061367",1,0.99796066713394,0,2,"behavioral response to acetic acid induced pain","BP"
"9408","GO:0061368",1,0.996942474723803,0,3,"behavioral response to formalin induced pain","BP"
"9415","GO:0061378",1,0.997960490833974,0,2,"corpora quadrigemina development","BP"
"9416","GO:0061379",1,0.997960490833974,0,2,"inferior colliculus development","BP"
"9423","GO:0061431",1,0.583539270380916,0,4,"cellular response to methionine","BP"
"9430","GO:0061441",1,0.997960515899354,0,2,"renal artery morphogenesis","BP"
"9431","GO:0061443",1,0.997810159659342,0,2,"endocardial cushion cell differentiation","BP"
"9457","GO:0061526",1,0.872308581872167,0,5,"acetylcholine secretion","BP"
"9459","GO:0061534",1,0.733487598435454,0,2,"gamma-aminobutyric acid secretion, neurotransmission","BP"
"9461","GO:0061548",1,0.552794818910283,0,17,"ganglion development","BP"
"9462","GO:0061549",1,0.557410416745874,0,9,"sympathetic ganglion development","BP"
"9463","GO:0061550",1,0.739144152277197,0,5,"cranial ganglion development","BP"
"9464","GO:0061551",1,0.739900130365829,0,4,"trigeminal ganglion development","BP"
"9465","GO:0061552",1,0.741414574775421,0,2,"ganglion morphogenesis","BP"
"9471","GO:0061582",1,0.452097032371726,0,2,"intestinal epithelial cell migration","BP"
"9476","GO:0061591",1,0.99694217354976,0,3,"calcium activated galactosylceramide scrambling","BP"
"9482","GO:0061622",1,0.53865057748557,0,2,"glycolytic process through glucose-1-phosphate","BP"
"9484","GO:0061624",1,0.989479371698648,0,3,"fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate","BP"
"9488","GO:0061642",1,0.93539419432891,0,3,"chemoattraction of axon","BP"
"9491","GO:0061646",1,0.997960365710392,0,2,"positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization","BP"
"9492","GO:0061668",1,0.26622875464996,0,13,"mitochondrial ribosome assembly","BP"
"9498","GO:0061691",1,0.996942236569986,0,3,"detoxification of hydrogen peroxide","BP"
"9499","GO:0061692",1,0.997960514824708,0,2,"cellular detoxification of hydrogen peroxide","BP"
"9500","GO:0061698",1,0.995668029499761,0,2,"protein deglutarylation","BP"
"9505","GO:0061724",1,0.465807979479269,0,8,"lipophagy","BP"
"9507","GO:0061728",1,0.981657366201283,0,3,"GDP-mannose biosynthetic process from mannose","BP"
"9508","GO:0061729",1,0.982659984592104,0,2,"GDP-D-mannose biosynthetic process from fructose-6-phosphate","BP"
"9512","GO:0061738",1,0.994924493825537,0,2,"late endosomal microautophagy","BP"
"9513","GO:0061739",1,0.916720047343943,0,5,"protein lipidation involved in autophagosome assembly","BP"
"9524","GO:0061764",1,0.994924493825537,0,2,"late endosome to lysosome transport via multivesicular body sorting pathway","BP"
"9531","GO:0061817",1,0.993298954874158,0,6,"endoplasmic reticulum-plasma membrane tethering","BP"
"9535","GO:0061833",1,0.996942192177285,0,3,"protein localization to tricellular tight junction","BP"
"9553","GO:0061884",1,0.996942074086907,0,3,"regulation of mini excitatory postsynaptic potential","BP"
"9554","GO:0061885",1,0.997960352233758,0,2,"positive regulation of mini excitatory postsynaptic potential","BP"
"9568","GO:0061939",1,0.997960352059492,0,2,"c-di-GMP signaling","BP"
"9569","GO:0061944",1,0.99796056974781,0,2,"negative regulation of protein K48-linked ubiquitination","BP"
"9590","GO:0062030",1,0.900195590992764,0,2,"negative regulation of stress granule assembly","BP"
"9594","GO:0062042",1,0.398206028075094,0,10,"regulation of cardiac epithelial to mesenchymal transition","BP"
"9595","GO:0062043",1,0.421795824203084,0,9,"positive regulation of cardiac epithelial to mesenchymal transition","BP"
"9596","GO:0062044",1,0.943126633689858,0,2,"negative regulation of cardiac epithelial to mesenchymal transition","BP"
"9608","GO:0062173",1,0.824715728597443,0,2,"brexanolone metabolic process","BP"
"9611","GO:0062177",1,0.875309500945398,0,3,"radial spoke assembly","BP"
"9616","GO:0062232",1,0.996942274695483,0,3,"prostanoid catabolic process","BP"
"9617","GO:0062234",1,0.780326989328382,0,2,"platelet activating factor catabolic process","BP"
"9631","GO:0070070",1,0.993893553147601,0,6,"proton-transporting V-type ATPase complex assembly","BP"
"9633","GO:0070072",1,0.995924869007297,0,4,"vacuolar proton-transporting V-type ATPase complex assembly","BP"
"9634","GO:0070075",1,0.996942075450604,0,3,"tear secretion","BP"
"9639","GO:0070093",1,0.996942073941833,0,3,"negative regulation of glucagon secretion","BP"
"9640","GO:0070094",1,0.875084530146422,0,2,"positive regulation of glucagon secretion","BP"
"9643","GO:0070100",1,0.832097626999511,0,7,"negative regulation of chemokine-mediated signaling pathway","BP"
"9651","GO:0070124",1,0.671609241946879,0,2,"mitochondrial translational initiation","BP"
"9652","GO:0070125",1,0.587529125641721,0,4,"mitochondrial translational elongation","BP"
"9668","GO:0070165",1,0.996942090538318,0,3,"positive regulation of adiponectin secretion","BP"
"9674","GO:0070171",1,0.997960443665751,0,2,"negative regulation of tooth mineralization","BP"
"9678","GO:0070178",1,0.997960536172397,0,2,"D-serine metabolic process","BP"
"9685","GO:0070194",1,0.997960353656937,0,2,"synaptonemal complex disassembly","BP"
"9686","GO:0070197",1,0.588666504818671,0,5,"meiotic attachment of telomere to nuclear envelope","BP"
"9691","GO:0070202",1,0.602765235054734,0,11,"regulation of establishment of protein localization to chromosome","BP"
"9692","GO:0070203",1,0.603382435081593,0,10,"regulation of establishment of protein localization to telomere","BP"
"9698","GO:0070221",1,0.914865843021371,0,3,"sulfide oxidation, using sulfide:quinone oxidoreductase","BP"
"9707","GO:0070235",1,0.877053716266336,0,4,"regulation of activation-induced cell death of T cells","BP"
"9708","GO:0070236",1,0.877950104929716,0,3,"negative regulation of activation-induced cell death of T cells","BP"
"9715","GO:0070245",1,0.424302565029891,0,5,"positive regulation of thymocyte apoptotic process","BP"
"9722","GO:0070256",1,0.997960548371076,0,2,"negative regulation of mucus secretion","BP"
"9724","GO:0070262",1,0.558314499195589,0,7,"peptidyl-serine dephosphorylation","BP"
"9731","GO:0070291",1,0.993599114888136,0,5,"N-acylethanolamine metabolic process","BP"
"9732","GO:0070292",1,0.913149165288195,0,9,"N-acylphosphatidylethanolamine metabolic process","BP"
"9741","GO:0070305",1,0.859923506775353,0,9,"response to cGMP","BP"
"9743","GO:0070307",1,0.807422982734997,0,14,"lens fiber cell development","BP"
"9744","GO:0070309",1,0.95769273456403,0,6,"lens fiber cell morphogenesis","BP"
"9755","GO:0070342",1,0.592101465189569,0,2,"brown fat cell proliferation","BP"
"9760","GO:0070350",1,0.996942257924907,0,3,"regulation of white fat cell proliferation","BP"
"9761","GO:0070352",1,0.99796053625953,0,2,"positive regulation of white fat cell proliferation","BP"
"9764","GO:0070366",1,0.956814489733467,0,2,"regulation of hepatocyte differentiation","BP"
"9774","GO:0070378",1,0.941415293697606,0,2,"positive regulation of ERK5 cascade","BP"
"9784","GO:0070425",1,0.44445291870564,0,4,"negative regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","BP"
"9792","GO:0070433",1,0.44445291870564,0,4,"negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP"
"9798","GO:0070453",1,0.963714212385679,0,9,"regulation of heme biosynthetic process","BP"
"9799","GO:0070455",1,0.969636111876094,0,3,"positive regulation of heme biosynthetic process","BP"
"9800","GO:0070458",1,0.983353388598481,0,5,"cellular detoxification of nitrogen compound","BP"
"9801","GO:0070459",1,0.550423011052676,0,5,"prolactin secretion","BP"
"9802","GO:0070460",1,0.996942182022092,0,3,"thyroid-stimulating hormone secretion","BP"
"9809","GO:0070476",1,0.718049571554539,0,2,"rRNA (guanine-N7)-methylation","BP"
"9824","GO:0070525",1,0.491198910613054,0,19,"tRNA threonylcarbamoyladenosine metabolic process","BP"
"9831","GO:0070543",1,0.996942129128047,0,3,"response to linoleic acid","BP"
"9858","GO:0070649",1,0.834178777105195,0,3,"formin-nucleated actin cable assembly","BP"
"9875","GO:0070676",1,0.995857542858019,0,4,"intralumenal vesicle formation","BP"
"9876","GO:0070681",1,0.593311413885451,0,3,"glutaminyl-tRNAGln biosynthesis via transamidation","BP"
"9877","GO:0070682",1,0.996942233204265,0,3,"proteasome regulatory particle assembly","BP"
"9880","GO:0070716",1,0.624540092285183,0,2,"mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication","BP"
"9889","GO:0070778",1,0.310675858482718,0,11,"L-aspartate transmembrane transport","BP"
"9891","GO:0070781",1,0.997960352059492,0,2,"response to biotin","BP"
"9901","GO:0070842",1,0.262507073548725,0,6,"aggresome assembly","BP"
"9908","GO:0070858",1,0.996942267441774,0,3,"negative regulation of bile acid biosynthetic process","BP"
"9916","GO:0070881",1,0.997960352843692,0,2,"regulation of proline transport","BP"
"9925","GO:0070900",1,0.4962566547867,0,9,"mitochondrial tRNA modification","BP"
"9926","GO:0070901",1,0.520110354762581,0,3,"mitochondrial tRNA methylation","BP"
"9927","GO:0070902",1,0.997960501202851,0,2,"mitochondrial tRNA pseudouridine synthesis","BP"
"9928","GO:0070911",1,0.567246584123295,0,2,"global genome nucleotide-excision repair","BP"
"9943","GO:0070946",1,0.813624552633322,0,2,"neutrophil-mediated killing of gram-positive bacterium","BP"
"9962","GO:0070982",1,0.758884354301998,0,2,"L-asparagine metabolic process","BP"
"9965","GO:0070988",1,0.396806563394106,0,15,"demethylation","BP"
"9966","GO:0070989",1,0.475574941810583,0,10,"oxidative demethylation","BP"
"9967","GO:0070994",1,0.997960352059492,0,2,"detection of oxidative stress","BP"
"9968","GO:0070995",1,0.381324247662564,0,7,"NADPH oxidation","BP"
"9988","GO:0071051",1,0.259802513372143,0,8,"poly(A)-dependent snoRNA 3'-end processing","BP"
"9997","GO:0071109",1,0.536646890937,0,2,"superior temporal gyrus development","BP"
"10000","GO:0071163",1,0.96857013186494,0,3,"DNA replication preinitiation complex assembly","BP"
"10006","GO:0071205",1,0.524562247230561,0,4,"protein localization to juxtaparanode region of axon","BP"
"10022","GO:0071228",1,0.817852506209882,0,4,"cellular response to tumor cell","BP"
"10025","GO:0071231",1,0.997960352059492,0,2,"cellular response to folic acid","BP"
"10028","GO:0071242",1,0.994908751669258,0,5,"cellular response to ammonium ion","BP"
"10044","GO:0071279",1,0.995925260076077,0,4,"cellular response to cobalt ion","BP"
"10050","GO:0071286",1,0.992879645193728,0,7,"cellular response to magnesium ion","BP"
"10052","GO:0071288",1,0.99694227533381,0,3,"cellular response to mercury ion","BP"
"10060","GO:0071307",1,0.997953373191776,0,2,"cellular response to vitamin K","BP"
